frequency	b0	b1	b2	b3	b3fit
4.6765	0.697000026703	0.293999999762	0.469000011683	0.57800000906	0.54548003649
4.677	0.651000022888	0.282000005245	0.477999985218	0.541999995708	0.545479822747
4.6775	0.652999997139	0.286000013351	0.488000005484	0.521000027657	0.545479614308
4.678	0.681999981403	0.291000008583	0.537000000477	0.535000026226	0.545479410998
4.6785	0.661000013351	0.300000011921	0.547999978065	0.547999978065	0.545479212651
4.679	0.665000021458	0.263000011444	0.546000003815	0.546000003815	0.545479019107
4.6795	0.669000029564	0.277000010014	0.532000005245	0.51599997282	0.545478830212
4.68	0.662999987602	0.291999995708	0.53100001812	0.558000028133	0.545478645817
4.6805	0.651000022888	0.256999999285	0.518000006676	0.552999973297	0.545478465782
4.681	0.689999997616	0.270000010729	0.544000029564	0.560000002384	0.54547828997
4.6815	0.691999971867	0.305000007153	0.451000005007	0.532999992371	0.54547811825
